size, customer, years_trading, years_customer, turn_over, bop, credit_rating, employees, corporate_family, country, 	market, period, abc, ly_spend, budget_spend, curr_period_fc, last_period, curr_period_ly, weather_fc, make_budget_lp, make_budget_ply, make_budget, probability
S,4176,5,1,166730,64, b,1,n,uk,flat,10,a,110042,9171,7337,6603,8162,l-rain,y,n,0,1.0
VS,4177,10,0,58752,29, d,1,n,denmark,flat,10,a,32314,2693,2155,2074,1616,l-snow,y,y,0,1.0
S,4178,15,9,242839,47, dd,2,n,uk,flat,10,b,123848,10321,8257,6399,6193,l-rain,n,y,0,1.0
VS,4179,11,9,98903,28, ddd,1,n,norway,pitched,10,c,85057,7089,3545,7018,6734,rain,y,n,0,1.0
S,4180,7,3,223289,8, d,2,n,uk,pitched,10,c,205426,17119,13696,14380,14380,l-rain,y,y,0,1.0
VS,4181,10,5,80724,13, c,1,n,uk,pitched,10,b,56507,4709,3768,3862,4380,l-rain,y,y,0,1.0
S,4182,14,14,189067,55, ccc,1,n,finland,pitched,10,c,170161,14181,11345,10777,9785,l-snow,n,n,0,1.0
VS,4183,12,10,80692,89, ddd,1,n,uk,flat,10,c,51643,4304,3443,2669,4261,l-rain,n,n,0,1.0
S,4184,13,4,122268,42, ccc,1,n,uk,pitched,10,c,106374,8865,7092,8333,6206,l-rain,n,y,1,0.9999999
VS,4185,15,8,73591,48, ddd,1,n,sweden,pitched,10,c,41947,3496,3496,2622,2867,fine,y,y,0,1.0
S,4186,14,6,155034,14, dd,1,n,norway,pitched,10,c,128679,10724,5362,10724,8472,rain,y,y,0,1.0
VS,4187,16,13,70388,79, ddd,1,n,uk,flat,10,c,37306,3109,2488,2394,2736,l-rain,y,n,0,1.0
S,4188,7,5,228554,33, d,2,n,norway,pitched,10,b,212556,17713,8857,13285,13462,rain,y,n,0,1.0
VS,4189,16,8,56771,64, cc,1,n,denmark,flat,10,a,40876,3407,2726,2691,2521,l-snow,n,n,0,1.0
S,4190,5,2,142708,12, dd,1,n,sweden,pitched,10,c,132719,11060,11060,8406,7521,fine,y,n,0,1.0
VS,4191,18,9,50211,55, dd,1,n,sweden,pitched,10,b,34646,2888,2888,2483,2339,fine,n,n,1,1.0
S,4192,10,8,166965,17, ccc,1,n,sweden,flat,10,c,103519,8627,8627,6988,7247,fine,n,y,1,1.0
VS,4193,7,0,74178,34, b,1,n,uk,flat,10,a,65277,5440,4352,4352,3863,l-rain,y,n,0,1.0
S,4194,16,14,214748,17, b,2,n,norway,flat,10,c,191126,15928,7964,11150,11787,rain,y,y,0,1.0
VS,4195,13,0,73078,96, dd,1,n,finland,pitched,10,c,53347,4446,3557,4224,3868,l-snow,n,y,0,1.0
S,4196,20,1,120237,66, ddd,1,n,denmark,pitched,10,c,86571,7215,5772,5988,5772,l-snow,n,n,0,1.0
VS,4197,12,11,79355,69, ddd,1,n,sweden,pitched,10,c,49994,4167,4167,2542,4125,fine,y,y,0,1.0
S,4198,10,0,127364,81, dd,1,n,uk,flat,10,c,87882,7324,5859,5127,4614,l-rain,n,n,0,1.0
VS,4199,2,1,64533,71, ddd,1,n,denmark,flat,10,b,57435,4787,3829,3542,4117,l-snow,y,n,0,1.0
S,4200,10,5,198422,95, d,1,n,finland,pitched,10,c,126991,10583,8467,8361,10160,l-snow,y,y,0,1.0
VS,4201,2,1,68533,98, ddd,1,n,denmark,pitched,10,c,45918,3827,3062,3406,3559,l-snow,y,y,0,0.92061144
S,4202,13,1,231055,57, d,2,n,finland,pitched,10,b,140944,11746,9397,8575,7752,l-snow,n,n,0,1.0
VS,4203,18,9,58608,37, d,1,n,uk,flat,10,c,45715,3810,3048,2591,3658,l-rain,n,n,0,1.0
S,4204,15,4,214863,5, ccc,2,n,uk,flat,10,b,143959,11997,9598,8038,8398,l-rain,y,n,0,1.0
VS,4205,15,6,67862,94, ddd,1,n,uk,pitched,10,c,42754,3563,2851,3421,3563,l-rain,n,n,1,0.99999964
S,4206,5,2,136178,60, ccc,1,n,norway,pitched,10,c,113028,9419,4710,7159,5746,rain,y,y,0,1.0
VS,4207,1,0,64467,14, ccc,1,n,norway,flat,10,c,51574,4298,2149,3997,4083,rain,y,y,0,1.0
S,4208,19,19,230920,23, c,2,n,finland,pitched,10,c,226302,18859,15087,14710,18670,l-snow,y,n,0,1.0
VS,4209,5,0,98346,43, dd,1,n,finland,flat,10,b,81628,6803,5442,4626,6259,l-snow,y,y,0,1.0
S,4210,10,8,249883,12, c,2,n,norway,flat,10,c,179916,14993,7497,11545,12595,rain,n,n,0,1.0
VS,4211,4,3,56743,87, c,1,n,denmark,flat,10,c,53906,4493,3594,3549,2786,l-snow,y,y,0,1.0
S,4212,20,1,223194,51, ddd,2,n,norway,pitched,10,c,113829,9486,4743,7399,7020,rain,y,y,0,1.0
VS,4213,3,3,98787,50, ccc,1,n,denmark,pitched,10,b,93848,7821,6257,4771,6961,l-snow,n,y,0,1.0
S,4214,6,1,245915,82, c,2,n,uk,flat,10,c,209028,17419,13936,12020,14632,l-rain,y,y,0,1.0
VS,4215,6,1,87126,48, c,1,n,sweden,flat,10,c,49662,4139,4139,3849,3146,fine,y,y,1,0.9999932
S,4216,6,6,179337,94, cc,1,n,uk,pitched,10,c,172164,14347,11478,12195,11048,l-rain,y,y,0,1.0
VS,4217,5,1,89005,85, ccc,1,n,norway,flat,10,b,46283,3857,1929,3703,2507,rain,y,y,0,1.0
S,4218,5,0,148794,57, ccc,1,n,sweden,flat,10,c,111596,9300,9300,8184,7719,fine,y,n,1,1.0
VS,4219,8,8,68957,27, cc,1,n,finland,flat,10,b,46202,3851,3081,2465,3697,l-snow,y,n,0,1.0
S,4220,14,8,205587,86, cc,2,n,norway,pitched,10,b,125409,10451,5226,10347,8048,rain,n,y,0,1.0
VS,4221,17,16,91565,8, d,1,n,sweden,flat,10,b,71421,5952,5952,3750,4107,fine,n,n,0,1.0
S,4222,12,0,209050,84, ddd,2,n,norway,pitched,10,c,186055,15505,7753,11939,9458,rain,y,y,0,1.0
VS,4223,5,4,60956,40, cc,1,n,sweden,flat,10,b,51813,4318,4318,2937,3066,fine,y,n,0,1.0
S,4224,6,5,119830,37, ddd,1,n,finland,flat,10,a,77890,6491,5193,6037,6491,l-snow,n,y,1,1.0
VS,4225,1,1,80926,97, d,1,n,norway,flat,10,b,61504,5126,2563,4767,5126,rain,y,y,0,1.0
S,4226,18,11,236676,23, cc,2,n,denmark,flat,10,c,132539,11045,8836,8726,10935,l-snow,n,y,0,1.0
VS,4227,11,3,74351,100, dd,1,n,sweden,flat,10,a,57251,4771,4771,4724,4771,fine,y,n,1,1.0
S,4228,17,10,211287,49, b,2,n,denmark,flat,10,a,154240,12854,10283,8741,12211,l-snow,n,y,0,1.0
VS,4229,20,15,62618,26, d,1,n,finland,flat,10,c,38197,3184,2547,2993,2961,l-snow,n,y,0,1.0
S,4230,15,5,169012,7, cc,1,n,uk,pitched,10,c,98027,8169,6536,7679,7924,l-rain,n,y,0,1.0
VS,4231,20,14,69922,99, d,1,n,sweden,pitched,10,c,67126,5594,5594,3804,5371,fine,y,n,0,1.0
S,4232,16,4,235740,54, ccc,2,n,denmark,pitched,10,c,134372,11198,8959,9071,11198,l-snow,y,y,0,1.0
VS,4233,19,1,56839,78, c,1,n,uk,flat,10,c,34104,2842,2274,1791,2473,l-rain,y,y,0,1.0
S,4234,6,6,187141,72, d,1,n,denmark,flat,10,c,153456,12788,10231,9336,9975,l-snow,y,y,0,1.0
VS,4235,7,7,77746,69, c,1,n,denmark,pitched,10,c,65307,5443,4354,3429,4137,l-snow,n,y,0,1.0
S,4236,20,12,203207,73, d,2,n,uk,pitched,10,a,103636,8637,6910,6737,5269,l-rain,n,n,0,1.0
VS,4237,9,9,76462,19, c,1,n,uk,flat,10,b,49701,4142,3314,3604,3894,l-rain,y,y,1,0.94233775
S,4238,11,4,221610,24, dd,2,n,norway,pitched,10,b,137399,11450,5725,9962,10420,rain,n,y,0,1.0
VS,4239,15,6,71331,21, dd,1,n,finland,flat,10,c,42799,3567,2854,3282,3210,l-snow,n,n,0,1.0
S,4240,11,4,157856,12, b,1,n,finland,pitched,10,c,142071,11840,9472,9827,11011,l-snow,y,n,0,1.0
VS,4241,3,1,54396,33, c,1,n,finland,pitched,10,a,35902,2992,2394,2125,2873,l-snow,n,y,0,1.0
S,4242,19,18,242084,23, b,2,n,denmark,flat,10,c,179143,14929,11943,13884,11794,l-snow,n,n,0,1.0
VS,4243,4,1,61735,100, cc,1,n,uk,flat,10,b,45067,3756,3005,3756,2329,l-rain,n,y,0,0.9998988
S,4244,8,3,214558,95, ddd,2,n,uk,flat,10,a,195248,16271,13017,14644,9926,l-rain,y,y,0,1.0
VS,4245,1,1,74847,81, ddd,1,n,norway,flat,10,b,48651,4055,2028,3041,2676,rain,n,y,0,1.0
S,4246,8,3,146512,70, ccc,1,n,finland,pitched,10,c,96698,8059,6447,5883,7414,l-snow,y,y,0,1.0
VS,4247,10,2,72951,29, c,1,n,norway,flat,10,b,70763,5897,2949,5838,4187,rain,y,y,0,1.0
S,4248,12,5,196314,24, c,1,n,norway,flat,10,c,129568,10798,5399,10258,7343,rain,y,y,0,1.0
VS,4249,6,5,85307,38, dd,1,n,sweden,pitched,10,c,78483,6541,6541,6410,4644,fine,n,y,1,1.0
S,4250,5,2,234618,55, dd,2,n,norway,pitched,10,b,152502,12709,6355,11184,11565,rain,y,y,0,1.0
VS,4251,4,2,84105,7, c,1,n,finland,flat,10,c,61397,5117,4094,3633,3838,l-snow,n,n,0,1.0
S,4252,6,4,114925,29, dd,1,n,finland,pitched,10,c,88493,7375,5900,7006,6416,l-snow,y,y,1,1.0
VS,4253,11,6,78862,45, c,1,n,finland,pitched,10,b,59936,4995,3996,4596,3147,l-snow,n,n,0,1.0
S,4254,5,1,112166,50, d,1,n,denmark,pitched,10,c,103193,8600,6880,5418,5504,l-snow,n,n,0,1.0
VS,4255,11,2,68475,97, dd,1,n,sweden,flat,10,c,54096,4508,4508,3111,3607,fine,n,n,0,1.0
S,4256,6,4,142418,10, c,1,n,norway,pitched,10,c,91148,7596,3798,5241,4558,rain,y,n,0,1.0
VS,4257,5,5,56970,7, ddd,1,n,sweden,flat,10,c,37031,3086,3086,2161,2747,fine,n,y,1,1.0
S,4258,11,2,132228,95, b,1,n,denmark,pitched,10,c,111072,9256,7405,7961,5739,l-snow,n,n,0,1.0
VS,4259,17,15,89455,52, b,1,n,finland,flat,10,c,79615,6635,5308,4976,5043,l-snow,n,n,0,1.0
S,4260,20,9,118163,68, b,1,n,norway,pitched,10,c,88623,7386,3693,4875,5687,rain,y,y,0,1.0
VS,4261,3,1,55680,73, ccc,1,n,uk,pitched,10,c,49556,4130,3304,2974,3304,l-rain,y,y,0,1.0
S,4262,11,11,124398,56, d,1,n,norway,pitched,10,c,114447,9538,4769,7058,8107,rain,y,y,0,1.0
VS,4263,7,0,64029,78, b,1,n,denmark,pitched,10,a,54425,4536,3629,2767,3039,l-snow,y,y,0,1.0
S,4264,13,7,138522,22, c,1,n,finland,flat,10,b,99736,8312,6650,8229,6068,l-snow,y,y,0,1.0
VS,4265,13,5,98723,14, c,1,n,uk,pitched,10,c,81941,6829,5463,5327,4575,l-rain,n,y,0,1.0
S,4266,15,8,182945,14, ddd,1,n,norway,pitched,10,b,95132,7928,3964,6818,7532,rain,y,y,0,1.0
VS,4267,19,19,79635,42, dd,1,n,norway,pitched,10,c,41411,3451,1726,3037,3141,rain,y,y,0,1.0
S,4268,15,7,249761,39, ccc,2,n,norway,flat,10,c,244766,20398,10199,14075,19378,rain,y,n,0,1.0
VS,4269,11,5,76187,60, dd,1,n,uk,flat,10,c,63236,5270,4216,5165,3742,l-rain,n,y,1,1.0
S,4270,12,8,175710,66, dd,1,n,norway,pitched,10,b,128269,10690,5345,9086,9300,rain,n,y,0,1.0
VS,4271,2,2,58247,71, ccc,1,n,norway,pitched,10,c,42521,3544,1772,2197,3331,rain,y,y,0,1.0
S,4272,11,7,234547,83, dd,2,n,finland,flat,10,c,201711,16810,13448,13952,14456,l-snow,n,y,0,1.0
VS,4273,13,1,61890,21, c,1,n,finland,flat,10,b,42705,3559,2847,2527,3097,l-snow,n,y,0,1.0
S,4274,5,1,145007,85, ddd,1,n,uk,pitched,10,b,75404,6284,5027,4085,5907,l-rain,y,n,0,1.0
VS,4275,17,12,93143,96, c,1,n,denmark,pitched,10,b,81035,6753,5403,5335,5673,l-snow,y,n,0,1.0
S,4276,15,10,178978,57, ccc,1,n,denmark,pitched,10,c,121706,10143,8114,6390,8418,l-snow,n,n,0,1.0
VS,4277,6,5,88375,27, cc,1,n,finland,flat,10,c,69817,5819,4655,3840,4771,l-snow,n,y,0,1.0
S,4278,17,11,206621,6, ddd,2,n,sweden,pitched,10,c,109510,9126,9126,7575,8761,fine,y,y,1,1.0
VS,4279,9,0,75716,73, dd,1,n,norway,flat,10,c,61330,5111,2556,4089,3987,rain,n,y,0,1.0
S,4280,19,11,117768,54, c,1,n,denmark,flat,10,b,74194,6183,4947,5009,4638,l-snow,n,y,0,1.0
VS,4281,5,5,60726,60, cc,1,n,uk,pitched,10,a,34007,2834,2268,1758,2664,l-rain,n,y,0,1.0
S,4282,12,5,177540,48, ddd,1,n,norway,flat,10,a,133155,11097,5549,9987,10875,rain,y,y,0,1.0
VS,4283,8,8,67070,91, dd,1,n,sweden,pitched,10,c,53656,4472,4472,3846,4338,fine,y,y,1,1.0
S,4284,20,14,109753,13, ccc,1,n,denmark,flat,10,c,69145,5763,4610,3976,5417,l-snow,y,y,0,1.0
VS,4285,4,1,65126,38, cc,1,n,norway,flat,10,c,59916,4993,2497,3945,3895,rain,y,y,0,1.0
S,4286,5,5,100113,59, c,1,n,sweden,flat,10,c,84095,7008,7008,5537,7008,fine,y,y,1,1.0
VS,4287,17,13,50939,86, d,1,n,finland,flat,10,c,40242,3354,2683,2147,2516,l-snow,y,n,0,1.0
S,4288,14,9,217326,71, dd,2,n,uk,flat,10,c,149955,12497,9997,8748,12122,l-rain,y,y,0,1.0
VS,4289,5,0,95923,55, ccc,1,n,denmark,pitched,10,c,89209,7435,5948,6914,6617,l-snow,y,y,0,1.0
S,4290,6,2,227508,30, c,2,n,denmark,flat,10,b,177457,14789,11831,12127,12275,l-snow,y,n,0,1.0
VS,4291,17,13,55804,97, ccc,1,n,denmark,pitched,10,b,35157,2930,2344,2549,2344,l-snow,y,y,0,1.0
S,4292,16,13,171959,83, ccc,1,n,uk,pitched,10,b,120372,10031,8025,9831,8828,l-rain,n,y,0,0.9778544
VS,4293,3,2,66762,6, b,1,n,sweden,flat,10,c,58083,4841,4841,3098,4260,fine,n,n,0,1.0
S,4294,15,14,164833,93, dd,1,n,finland,flat,10,b,148350,12363,9890,8160,11127,l-snow,y,n,0,1.0
VS,4295,16,8,92044,12, ddd,1,n,denmark,flat,10,a,89283,7441,5953,4985,7069,l-snow,y,y,0,1.0
S,4296,5,4,132103,94, ddd,1,n,sweden,pitched,10,c,87188,7266,7266,5014,5740,fine,y,y,1,1.0
VS,4297,16,15,51300,77, dd,1,n,norway,flat,10,b,33345,2779,1390,1890,2168,rain,y,y,0,1.0
S,4298,13,2,206063,84, ccc,2,n,finland,pitched,10,c,171033,14253,11403,9122,11118,l-snow,y,y,0,1.0
VS,4299,14,13,61925,77, ccc,1,n,denmark,flat,10,c,37775,3148,2519,2110,2173,l-snow,n,y,0,1.0
S,4300,17,7,205717,35, ddd,2,n,uk,pitched,10,c,102859,8572,6858,8229,7029,l-rain,n,n,1,1.0
VS,4301,3,0,54524,33, cc,1,n,norway,flat,10,c,50708,4226,2113,3127,4184,rain,y,n,0,1.0
S,4302,16,9,112011,78, cc,1,n,uk,flat,10,c,81769,6815,5452,5384,5929,l-rain,n,y,0,1.0
VS,4303,14,8,70327,18, ccc,1,n,uk,pitched,10,b,55559,4630,3704,4214,4353,l-rain,n,y,0,0.9535569
S,4304,14,2,239202,46, cc,2,n,finland,pitched,10,c,136346,11363,9090,9204,10681,l-snow,y,n,0,1.0
VS,4305,6,0,60063,67, c,1,n,denmark,flat,10,a,53457,4455,3564,3564,3163,l-snow,n,y,0,1.0
S,4306,5,3,162330,17, c,1,n,denmark,pitched,10,c,82789,6900,5520,6003,4278,l-snow,n,n,0,1.0
VS,4307,14,6,86700,17, d,1,n,uk,flat,10,c,48552,4046,3237,3197,3925,l-rain,y,n,0,1.0
S,4308,18,16,246736,53, dd,2,n,uk,flat,10,b,125836,10487,8390,6397,7865,l-rain,y,n,0,1.0
VS,4309,11,5,72201,57, dd,1,n,finland,flat,10,c,67147,5596,4477,4645,3917,l-snow,n,y,0,1.0
S,4310,8,0,104083,17, d,1,n,sweden,pitched,10,b,53083,4424,4424,3185,4247,fine,y,y,1,1.0
VS,4311,4,2,70250,42, dd,1,n,denmark,flat,10,c,35828,2986,2389,2688,2329,l-snow,y,y,0,0.698413
S,4312,7,2,187530,32, cc,1,n,uk,flat,10,c,99391,8283,6627,8200,7372,l-rain,y,y,1,1.0
VS,4313,7,6,58339,76, b,1,n,sweden,pitched,10,a,31504,2626,2626,2127,2179,fine,n,y,1,0.99998236
S,4314,13,10,105216,43, d,1,n,finland,pitched,10,c,55765,4648,3718,4462,3393,l-snow,y,n,0,1.0
VS,4315,12,10,59547,100, ccc,1,n,finland,flat,10,c,39302,3276,2621,2129,2260,l-snow,n,n,0,1.0
S,4316,9,7,144686,89, dd,1,n,norway,flat,10,c,81025,6753,3377,6685,6415,rain,y,n,0,1.0
VS,4317,16,13,55249,84, b,1,n,uk,pitched,10,c,54697,4559,3647,4239,3693,l-rain,y,n,0,1.0
S,4318,6,0,162604,80, b,1,n,finland,pitched,10,c,115449,9621,7697,6254,9525,l-snow,y,n,0,1.0
VS,4319,19,12,82426,75, c,1,n,norway,flat,10,b,46983,3916,1958,2545,2859,rain,y,n,0,1.0
S,4320,16,9,241147,41, d,2,n,norway,flat,10,b,219444,18287,9144,12253,17007,rain,y,n,0,1.0
VS,4321,12,12,54806,26, d,1,n,uk,flat,10,a,46586,3883,3106,3727,3261,l-rain,y,n,1,0.9999999
S,4322,20,11,179240,16, ccc,1,n,norway,pitched,10,c,121884,10157,5079,6603,8939,rain,n,y,0,1.0
VS,4323,3,2,83970,8, d,1,n,sweden,pitched,10,a,73054,6088,6088,5601,5053,fine,y,y,1,1.0
S,4324,12,11,247639,95, dd,2,n,uk,flat,10,b,205541,17129,13703,13532,14902,l-rain,n,n,0,1.0
VS,4325,1,0,88035,53, b,1,n,sweden,pitched,10,c,50180,4182,4182,3764,3095,fine,y,y,0,0.8805533
S,4326,14,5,103319,10, dd,1,n,finland,pitched,10,c,92988,7749,6200,6897,5735,l-snow,y,n,0,1.0
VS,4327,10,10,80808,100, c,1,n,norway,flat,10,b,48485,4041,2021,2708,3798,rain,y,n,0,1.0
S,4328,6,2,226562,14, ddd,2,n,finland,pitched,10,a,135938,11329,9063,10875,9403,l-snow,n,n,0,1.0
VS,4329,15,10,53214,87, d,1,n,uk,pitched,10,c,32461,2706,2165,2246,2192,l-rain,y,n,0,1.0
S,4330,17,10,228892,24, dd,2,n,uk,flat,10,c,153358,12780,10224,8946,7924,l-rain,n,y,0,1.0
VS,4331,2,1,86464,74, c,1,n,uk,pitched,10,a,85600,7134,5707,5921,6135,l-rain,y,n,0,1.0
S,4332,18,7,139145,29, dd,1,n,finland,flat,10,a,108534,9045,7236,6603,6784,l-snow,n,y,0,1.0
VS,4333,5,4,85469,66, b,1,n,sweden,flat,10,c,79487,6624,6624,4372,6227,fine,y,y,0,1.0
S,4334,12,7,135666,65, d,1,n,sweden,flat,10,c,116673,9723,9723,8848,7584,fine,y,y,1,1.0
VS,4335,7,3,60875,6, dd,1,n,norway,pitched,10,b,49918,4160,2080,2663,2746,rain,y,n,0,1.0
S,4336,10,4,199617,55, ccc,1,n,denmark,flat,10,b,143725,11978,9582,11379,10421,l-snow,n,n,0,1.0
VS,4337,18,15,59452,41, dd,1,n,sweden,flat,10,b,33294,2775,2775,2248,2747,fine,y,n,0,0.92086536
S,4338,8,1,187035,57, c,1,n,denmark,flat,10,a,145888,12158,9726,11671,8389,l-snow,n,y,1,1.0
VS,4339,17,0,57626,89, ccc,1,n,norway,pitched,10,b,50135,4178,2089,3050,3176,rain,y,n,0,1.0
S,4340,15,2,126054,86, b,1,n,finland,flat,10,c,81936,6828,5463,4780,4370,l-snow,n,n,0,1.0
VS,4341,11,7,57047,94, ccc,1,n,sweden,pitched,10,c,49061,4089,4089,4007,2821,fine,n,n,1,1.0
S,4342,5,3,160094,42, d,1,n,uk,flat,10,b,104062,8672,6938,8672,7458,l-rain,y,n,1,1.0
VS,4343,7,6,80040,43, ddd,1,n,uk,flat,10,c,68835,5737,4589,5106,3901,l-rain,n,n,0,0.9999999
S,4344,13,0,196227,18, b,1,n,uk,flat,10,c,188378,15699,12559,14443,12716,l-rain,y,y,0,1.0
VS,4345,15,14,93777,57, c,1,n,finland,pitched,10,c,50640,4220,3376,2701,3545,l-snow,n,n,0,1.0
S,4346,16,15,175740,23, ddd,1,n,finland,flat,10,a,172226,14353,11482,12630,10478,l-snow,n,y,0,1.0
VS,4347,16,16,89287,98, b,1,n,norway,pitched,10,a,62501,5209,2605,4219,4428,rain,y,y,0,1.0
S,4348,12,6,177785,68, ddd,1,n,finland,pitched,10,b,167118,13927,11142,12256,10028,l-snow,y,y,0,1.0
VS,4349,15,6,60157,35, c,1,n,finland,pitched,10,c,57751,4813,3851,3514,4332,l-snow,n,y,0,1.0
S,4350,17,16,211816,90, dd,2,n,norway,flat,10,c,108027,9003,4502,5672,7022,rain,n,n,0,1.0
VS,4351,12,4,62809,94, c,1,n,norway,flat,10,c,52760,4397,2199,3430,4001,rain,y,n,0,1.0
S,4352,19,18,119167,31, b,1,n,norway,flat,10,c,109634,9137,4569,5574,8406,rain,y,n,0,1.0
VS,4353,15,4,72012,53, d,1,n,finland,flat,10,c,48969,4081,3265,3020,2694,l-snow,n,y,0,1.0
S,4354,12,6,152950,17, cc,1,n,sweden,flat,10,c,128478,10707,10707,9636,7923,fine,y,y,1,1.0
VS,4355,5,3,82290,25, dd,1,n,sweden,flat,10,c,58426,4869,4869,3263,3311,fine,y,y,0,1.0
S,4356,18,17,223391,41, cc,2,n,norway,pitched,10,c,160842,13404,6702,10857,9785,rain,y,y,0,1.0
VS,4357,9,3,58050,100, d,1,n,finland,flat,10,c,56309,4693,3754,4364,3332,l-snow,n,y,0,1.0
S,4358,9,5,161186,81, b,1,n,uk,flat,10,b,132173,11015,8812,9032,7931,l-rain,y,y,0,1.0
VS,4359,17,9,78718,68, d,1,n,uk,flat,10,a,44083,3674,2939,2792,3417,l-rain,y,y,0,1.0
S,4360,12,12,221122,18, ccc,2,n,denmark,pitched,10,c,123829,10320,8256,9907,7121,l-snow,n,y,0,1.0
VS,4361,12,2,60638,75, cc,1,n,sweden,pitched,10,c,38202,3184,3184,2993,2897,fine,n,n,1,1.0
S,4362,9,3,213924,45, d,2,n,norway,pitched,10,c,113380,9449,4725,6803,6709,rain,y,y,0,1.0
VS,4363,1,1,95356,39, ddd,1,n,finland,flat,10,c,69610,5801,4641,5511,3539,l-snow,y,y,0,1.0
S,4364,16,10,207692,68, dd,2,n,denmark,pitched,10,a,162000,13500,10800,10935,12960,l-snow,n,n,0,1.0
VS,4365,11,10,52787,94, ddd,1,n,norway,pitched,10,c,43286,3608,1804,2562,3211,rain,n,n,0,1.0
S,4366,10,2,246671,18, b,2,n,sweden,pitched,10,b,185004,15417,15417,11255,12642,fine,n,y,0,1.0
VS,4367,19,18,68916,45, b,1,n,denmark,flat,10,c,43418,3619,2895,3619,2352,l-snow,y,y,1,0.9999999
S,4368,14,8,126304,86, cc,1,n,finland,flat,10,c,78309,6526,5221,6069,3916,l-snow,y,n,0,1.0
VS,4369,13,1,98943,86, ccc,1,n,norway,flat,10,b,95975,7998,3999,6159,7998,rain,y,y,0,1.0
S,4370,19,12,183727,50, d,1,n,sweden,pitched,10,b,113911,9493,9493,8829,8734,fine,y,y,1,1.0
VS,4371,14,13,55182,45, cc,1,n,uk,pitched,10,b,39732,3311,2649,2517,3212,l-rain,y,n,0,1.0
S,4372,18,6,111766,94, ccc,1,n,denmark,pitched,10,c,61472,5123,4099,3586,4406,l-snow,y,y,0,1.0
VS,4373,3,1,71290,39, b,1,n,uk,pitched,10,c,43487,3624,2900,3443,3407,l-rain,y,n,0,1.0
S,4374,13,4,110863,59, d,1,n,denmark,pitched,10,c,82039,6837,5470,4854,6427,l-snow,y,y,0,1.0
VS,4375,3,1,76757,96, cc,1,n,sweden,pitched,10,b,43752,3646,3646,2589,2553,fine,n,n,0,1.0
S,4376,13,11,194071,39, ddd,1,n,sweden,pitched,10,c,112562,9381,9381,6567,5722,fine,y,n,0,1.0
VS,4377,9,7,77163,40, dd,1,n,uk,pitched,10,c,74849,6238,4990,4990,5988,l-rain,y,n,0,1.0
S,4378,20,8,107228,23, cc,1,n,finland,pitched,10,c,66482,5541,4433,4710,3712,l-snow,y,y,0,1.0
VS,4379,19,17,92510,71, d,1,n,sweden,flat,10,c,87885,7324,7324,4981,7178,fine,y,n,0,1.0
S,4380,13,7,206820,19, ccc,2,n,uk,flat,10,b,150979,12582,10066,11701,8682,l-rain,y,y,0,1.0
VS,4381,5,4,82980,35, d,1,n,denmark,flat,10,c,76342,6362,5090,6108,4008,l-snow,y,y,0,1.0
S,4382,12,1,190838,28, dd,1,n,denmark,flat,10,c,187022,15586,12469,13248,12313,l-snow,n,n,0,1.0
VS,4383,8,6,88764,95, b,1,n,uk,flat,10,c,71899,5992,4794,4734,5393,l-rain,y,n,0,1.0
S,4384,13,2,229922,100, ddd,2,n,denmark,pitched,10,c,197733,16478,13183,13347,14007,l-snow,y,y,0,1.0
VS,4385,3,1,89389,90, dd,1,n,uk,pitched,10,c,84026,7003,5602,5882,5112,l-rain,n,y,0,1.0
S,4386,17,5,227759,33, ccc,2,n,uk,flat,10,b,120713,10060,8048,6740,7947,l-rain,n,n,0,1.0
VS,4387,15,10,77178,30, b,1,n,denmark,flat,10,a,73320,6110,4888,5072,4216,l-snow,n,y,0,1.0
S,4388,12,12,178738,84, dd,1,n,finland,pitched,10,c,92944,7746,6197,5964,5577,l-snow,y,n,0,1.0
VS,4389,4,0,55396,12, ccc,1,n,sweden,flat,10,c,50411,4201,4201,3571,4033,fine,n,y,1,1.0
S,4390,10,7,168082,67, ddd,1,n,sweden,pitched,10,b,89084,7424,7424,6979,7053,fine,y,y,1,1.0
VS,4391,10,4,99406,64, ccc,1,n,norway,flat,10,b,62626,5219,2610,4019,4228,rain,y,y,0,1.0
S,4392,5,1,139303,26, b,1,n,denmark,pitched,10,b,137910,11493,9194,9769,10689,l-snow,y,y,0,1.0
VS,4393,17,2,68169,76, ddd,1,n,denmark,pitched,10,a,40220,3352,2682,2414,3285,l-snow,y,y,0,1.0
S,4394,18,2,242406,51, cc,2,n,norway,flat,10,b,230286,19191,9596,13626,12090,rain,y,n,0,1.0
VS,4395,15,4,75819,88, dd,1,n,finland,pitched,10,b,49283,4107,3286,2465,3368,l-snow,n,y,0,1.0
S,4396,7,0,145861,34, cc,1,n,denmark,flat,10,b,138568,11548,9238,8430,8892,l-snow,n,y,0,1.0
VS,4397,13,5,51737,28, ddd,1,n,denmark,pitched,10,c,33630,2803,2242,1990,2383,l-snow,n,y,0,1.0
S,4398,8,7,142852,43, cc,1,n,sweden,flat,10,c,71426,5953,5953,4703,4881,fine,y,n,1,1.0
VS,4399,16,2,67071,23, b,1,n,denmark,flat,10,b,45609,3801,3041,2357,3041,l-snow,y,y,0,1.0
S,4400,12,1,245350,10, dd,2,n,sweden,pitched,10,c,188920,15744,15744,12595,10863,fine,n,y,1,1.0
